Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
wrestling_ceremony_winner_452611ec		Einen ganzen Tag lang nackt in der Turnhalle der Schule sein. Ein Stück Fleisch, das angeglotzt wird.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2671	[what]
wrestling_ceremony_winner_80954780		Es macht Ihnen nichts aus, manchmal im Mittelpunkt zu stehen, aber das ist wirklich nicht das, was Sie sich vorgestellt haben.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2674	[what]
wrestling_ceremony_winner_a5e7da0a		All die Augen auf dich gerichtet, dein harter Schwanz, dein gespreizter Körper... das ist eine Menge, um es zu verarbeiten.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2677	[what]
wrestling_ceremony_winner_73e35595		Und der ganze Schweiß vom Ringen ist auch nicht gerade hilfreich.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2680	[what]
wrestling_ceremony_winner_d603d7c9		Mit einem Seufzer in den Knebel hebst du deinen Kopf und siehst alle an...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2683	[what]
wrestling_ceremony_winner_7d296535		...und versuchen Sie, diese seltsame Behandlung als die Belohnung zu akzeptieren, die sie laut dem Schulleiter ist.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2686	[what]
wrestling_ceremony_winner_83d3b8cf	H	Wo wir gerade von den Dingen sprechen, die da kommen...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2689	"H happy ""[what]"""
wrestling_ceremony_winner_605da53c	H	Gestatten Sie mir, die neue Lerninitiative unserer Schule offiziell vorzustellen!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2692	"H happy ""[what]"""
wrestling_ceremony_winner_10d81388	H	Ich denke, es wird euch allen sehr gefallen...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2695	"H lust ""[what]"""
w_ceremony_win_cage_e876f180		Du siehst, wie der Schulleiter dich wieder direkt ansieht und sein dunkles Grinsen zurückkehrt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2698	[what]
w_ceremony_win_cage_bd3b0ba6	H	Was Sie betrifft, [name]...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2701	"H evil ""[what]"""
w_ceremony_win_cage_315f0d38	H	Da du in unserer Wrestling-Einheit hervorragend abgeschnitten hast, möchte ich dir eine Wahl anbieten.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2704	"H friendly ""[what]"""
w_ceremony_win_cage_101e5b8e	H	Ich kann dir jetzt deinen Käfig geben, damit du der erste Student bist, der an diesem neuen Programm teilnimmt...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2707	"H ""[what]"""
w_ceremony_win_cage_ce11c16c	H	Oder - ich könnte es in deinem Spind lassen, und du könntest so bleiben, wie du bist, bis du frei bist und die Möglichkeit hast, es selbst zu holen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2710	"H ""[what]"""
w_ceremony_win_cage_a7d1441f	H	Ich habe wirklich keine Ahnung, was sich andere von dieser Anzeige erhoffen könnten...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2713	"H happy ""[what]"""
w_ceremony_win_cage_1675f70a	H	Aber ich überlasse es dir. Willst du jetzt in die Keuschheit gezwungen werden?	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2716	"H neutral ""[what]"""
w_ceremony_win_cage_e0984288		Ehrlich gesagt, hatten Sie nicht das Gefühl, dass Sie eine Wahl hatten.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2719	[what]
w_ceremony_win_cage_cf2d3ec8		Sie waren bereits hier und wurden den Massen präsentiert.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2722	[what]
w_ceremony_win_cage_41d816d8		Da kann man den Schulleiter auch gleich glücklich machen und sich nicht mit ihm anlegen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2725	[what]
w_ceremony_win_cage_a4b9d813		Außerdem... vielleicht wird es eine Art Ablenkung sein?	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2728	[what]
w_ceremony_win_cage_6c66b1a6		Du wimmerst unterwürfig in den Knebel und nickst mit dem Kopf.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2731	[what]
w_ceremony_win_cage_4772f03d	H	Hervorragend... Ich bin froh, dass Sie das neue Programm unserer Hochschule so engagiert angehen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2734	"H happy ""[what]"""
w_ceremony_win_cage_4d278ad9		Umso einfacher ist es für die neuen sportlichen Handlanger des Schulleiters, dir zu helfen, eingesperrt zu werden.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2740	[what]
w_ceremony_win_cage_6383d96c		Vincent schaut auf deinen immer noch erigierten Schwanz hinunter.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2743	[what]
w_ceremony_win_cage_33c87b7a	v	Ich glaube, er ist ein bisschen zu aufgeregt, um es an sich zu haben.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2746	"v suspicious nude ""[what]"""
w_ceremony_win_cage_f8d0d36c		Der Schulleiter grinst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2749	[what]
w_ceremony_win_cage_df36286e	H	Nun, dafür gibt es eine einfache Lösung, oder?	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2752	"H happy ""[what]"""
w_ceremony_win_cage_40c5f85d		Vincent und Max grinsen sich gegenseitig an, während sie wieder auf dich zugehen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2755	[what]
w_ceremony_win_cage_7717d914		Die Erkenntnis dämmert dir, als Max' Finger deinen Schwanz berühren.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2758	[what]
w_ceremony_win_cage_04f98664	c	Mmh!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2761	"c gag nude ""[what]"""
w_ceremony_win_cage_9a5995ab		Du versuchst, deine Hüfte so weit von Max' Hand wegzubewegen, wie es die Fesseln zulassen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2764	[what]
w_ceremony_win_cage_b7f54ed5		Dabei drückst du deinen Hintern gegen Vincents Hüfte.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2767	[what]
w_ceremony_win_cage_9849fb15		Sie spüren seine Erektion durch den glatten und dünnen Stoff hindurch.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2770	[what]
w_ceremony_win_cage_6b583cb1		Max' Daumen streicht sanft über deine Eichel, und dein eigenes Sperma macht diese kleine Bewegung sanft und erregend.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2773	[what]
w_ceremony_win_cage_a8fcafc5		Du versuchst noch mehr, deine Hüfte wegzuschieben, was nur dazu führt, dass du noch mehr an Vincents Schwellung reibst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2776	[what]
w_ceremony_win_cage_e5c425ba		Die Stimmen der anderen Schüler und Besucher verstummen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2779	[what]
w_ceremony_win_cage_1117e116		Du bemerkst nicht einmal mehr den Schulleiter, der dich anschaut wie ein Wolf, der seine Beute fixiert.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2782	[what]
w_ceremony_win_cage_47c8e684		Alles, was du hörst, ist Vincents leises Stöhnen, wenn du deine Hüfte an seiner Taille reibst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2785	[what]
w_ceremony_win_cage_eb017e23		Vincents Hände gleiten über deinen ganzen Körper, während Max' gnadenlos sanfte Finger dich stimulieren.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2788	[what]
w_ceremony_win_cage_a7bbd9c6		Max' und Vincents Geruchsmischung wirkt auf dich wie ein Aphrodisiakum.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2791	[what]
w_ceremony_win_cage_71ba6f5d		Du spürst, wie Max Ständer gegen deine Hüfte gepresst wird, als er noch näher kommt und seine Finger sich um deinen Schwanz legen - nicht mehr so sanft wie vorher, aber immer noch angenehm.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2794	[what]
w_ceremony_win_cage_57086bb3		Du spürst, wie dein Schwanz in seinen Händen baumelt, und weißt, dass du den Kampf verloren hast.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2797	[what]
w_ceremony_win_cage_36a5a373		Du konntest es nicht mehr lange halten.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2800	[what]
w_ceremony_win_cage_d2e2e267		Du wackelst noch stärker, auch wenn dich das noch näher an ihn heranbringt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2803	[what]
w_ceremony_win_cage_04f98664_1	c	Mmh!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2806	"c gag nude ""[what]"""
w_ceremony_win_cage_889abb07	v	Oh, Scheiße!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2809	"v pain nude ""[what]"""
w_ceremony_win_cage_37681642	v	Ich kann es nicht mehr zurückhalten!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2812	"v ""[what]"""
w_ceremony_win_cage_55da38b3		Vincents Hüfte beginnt nun, in schnellem Tempo an deinem Hintern auf und ab zu reiben.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2815	[what]
w_ceremony_win_cage_c8f10ec2		Auch Ihre eigene Bewegung nimmt zu, während Vincent einen animalischen Laut ausstößt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2818	[what]
w_ceremony_win_cage_2b2e1cc5		Irgendetwas zwischen einem Stöhnen, einem Kampfschrei und einem Knurren.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2821	[what]
w_ceremony_win_cage_5cc8ce2f		Der weiche Stoff, der seinen steinharten Schwanz umspannt, wird feucht, während seine Hüfte noch heftiger an deiner reibt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2824	[what]
w_ceremony_win_cage_a6520e67		An diesem Punkt wird dein eigener animalischer Laut durch den Knebel gedämpft, während du dein Sperma in hohem Bogen durch die Turnhalle spritzt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2827	[what]
w_ceremony_win_cage_10269ec6		Sie atmen schwer, und der Knebel erschwert das Atmen zusätzlich.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2830	[what]
w_ceremony_win_cage_2de102b7		Vincent entfernt sich von Ihnen, offensichtlich verlegen über seinen eigenen Kontrollverlust, und versucht unbeholfen, den sehr offensichtlichen Spermafleck auf seinem Anzug zu verbergen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2833	[what]
w_ceremony_win_cage_09b44791		Du spürst schon, wie dein Schwanz wieder weich wird. Endlich.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2836	[what]
w_ceremony_win_cage_7b98779a	h	Oh, Vincent! Hattest du da einen kleinen Unfall?	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2839	"h happy ""[what]"""
w_ceremony_win_cage_7b6eea5c	v	Hm...	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2842	"v sad nude ""[what]"""
w_ceremony_win_cage_f328c25b	h	Wie auch immer. Ich glaube, [name] ist jetzt bereit für den Käfig.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2845	"h neutral ""[what]"""
w_ceremony_win_cage_469f6d0e	h	Max, bist du bitte so nett?	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2848	"h friendly ""[what]"""
w_ceremony_win_cage_3b15c692	ma	Klar!	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2851	"ma happy nude ""[what]"""
w_ceremony_win_cage_8ba44aa7		Er übergibt das Gerät an Max, der mit großer Freude auf Sie zukommt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2854	[what]
w_ceremony_win_cage_a3d3dbdd		Er hat deine Genitalien fest im Griff und sorgt dafür, dass du nicht weit kommen kannst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2857	[what]
w_ceremony_win_cage_92b6bce9		Du stöhnst auf, als er den Ring um den Ansatz deines Schwanzes schließt und der Käfig mit einem Klicken einrastet.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2860	[what]
w_ceremony_win_cage_77fee3a0		Sobald er loslässt, spüren Sie zum ersten Mal das Gewicht des Käfigs.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2863	[what]
w_ceremony_win_cage_5763b1a4		Er beschwert Sie und lässt alles ein bisschen tiefer hängen als sonst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2866	[what]
w_ceremony_win_cage_58b22c2d		Er fühlt sich kalt an und jagt dir einen Schauer über den Rücken, wenn er sich gegen deine Männlichkeit drückt.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2869	[what]
w_ceremony_win_cage_8dfe0104	ma	Das ist ein toller Look für deinen kleinen Schwanz, du Winzling.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2872	"ma laugh nude ""[what]"""
w_ceremony_win_cage_0fe4d267		Du seufzt und nickst und nimmst dein Schicksal als eingesperrtes und ausgestelltes Maskottchen für diesen Tag an.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2875	[what]
w_ceremony_win_cage_5e8f7f85		Sie werden auf keinen Fall zulassen, dass diese Show Ihrer Verlegenheit noch schlimmer wird.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2878	[what]
w_ceremony_win_cage_ab83467d		Du stöhnst wütend in den Knebel und schüttelst dem Direktor trotzig den Kopf, während du an deinen Fesseln zerrst.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2881	[what]
w_ceremony_win_cage_fd89bdc1		Sie sehen, wie der Schulleiter über Ihre Reaktion enttäuscht ist.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2884	[what]
w_ceremony_win_cage_08067094	H	Ich hatte gehofft, dass Sie etwas enthusiastischer über diese neue Initiative sein würden.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2887	"H angry ""[what]"""
w_ceremony_win_cage_bef7bfe8	H	Da du heute im Unterricht so erfolgreich warst, dachte ich, du würdest die Behandlung begrüßen.	game/tl/deutsch/scene/Wrestling/wrestling_ceremony_winner.rpy	2890	"H ""[what]"""
wrestling_epilogue_74da2b94		Nach vielen Stunden, die man in der Turnhalle verbringt, beginnt man zu verstehen, warum manche Leute den Sportunterricht wirklich hassen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2868	[what]
wrestling_epilogue_c3cee353		Abgesehen von den unzähligen Schaulustigen, die Sie den ganzen Tag über hatten...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2871	[what]
wrestling_epilogue_48bb7e52		Deren Blicke, Kommentare und sogar gelegentliche Berührungen Ihres Körpers Ihr Unbehagen nur noch verschlimmerten...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2874	[what]
wrestling_epilogue_6f1010f1		Du hattest es wirklich satt, diese Tribüne und diesen Boden anzustarren.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2877	[what]
wrestling_epilogue_a194d3ca		Du konntest spüren, wie der Schweiß die Haut unter all deinen Fesseln bedeckte, weil du dich ständig gewunden hast.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2880	[what]
wrestling_epilogue_7f19e360		Und dann ist da noch dieses allgegenwärtige Gewicht auf den Genitalien... das darf man nicht vergessen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2883	[what]
wrestling_epilogue_773d2f6a		Nach dem, was über Ihre Anzeige gesagt wurde und wie lange sie dauern würde, sollten Sie bald aussteigen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2886	[what]
wrestling_epilogue_aa7c8e0f		Der letzte Unterricht des Tages sollte bald enden, d. h. es sollte bald jemand kommen, um Sie zu befreien.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2889	[what]
wrestling_epilogue_11735128		Ob es der Schulleiter, der Verwalter oder vielleicht sogar Max und Vincent sein würden... du warst dir nicht sicher.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2892	[what]
wrestling_epilogue_95670104		Ehrlich gesagt, sind Sie von keiner dieser Optionen begeistert.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2895	[what]
wrestling_epilogue_9af3f6a6	H	Achtung, Achtung! Darf ich um Ihre Aufmerksamkeit bitten? Ich danke Ihnen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2898	"H neutral ""[what]"""
wrestling_epilogue_848eb02e	H	Ich verstehe, dass der Ringkampf viele Emotionen aufgewühlt hat, aber es ist an der Zeit, die Kontrolle wiederzuerlangen und die Sporthalle zu verlassen. Ich erwarte von jedem einzelnen von Ihnen, dass Sie sich beruhigen und das Gelände unverzüglich verlassen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2901	"H angry ""[what]"""
wrestling_epilogue_fcb0b22a		Die Turnhalle war jetzt dunkler, der Schatten deines gefesselten Körpers wurde von der untergehenden Sonne, die durch die Fenster schien, auf den Hartholzboden geworfen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2904	[what]
wrestling_epilogue_b23c0220		Aber niemand kam, um Sie zu befreien.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2907	[what]
wrestling_epilogue_38963069		Sie begannen zu befürchten, dass sie Sie einfach vergessen haben könnten.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2910	[what]
wrestling_epilogue_6c3fa076		Wie lange ist es her, dass das Licht erloschen ist?	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2913	[what]
wrestling_epilogue_5682ae8e		Es fühlte sich wie Stunden an.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2916	[what]
wrestling_epilogue_bc5a6390		Müssen Sie die ganze Nacht so bleiben?	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2919	[what]
wrestling_epilogue_cc6cfc26		Jeder Muskel, jeder Knochen in deinem Körper schrie vor Schmerz und bettelte um Erlösung.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2922	[what]
wrestling_epilogue_72fb9a89		Oder zumindest eine andere Position.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2925	[what]
wrestling_epilogue_5189564a		Aber Sie waren völlig festgelegt, wo Sie sind.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2928	[what]
wrestling_epilogue_23898d94		Was, wenn sie dich ganz vergessen haben? Wenn niemand kommt, auch nicht am Morgen?	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2931	[what]
wrestling_epilogue_5f1c76e6		Wann ist die nächste reguläre Unterrichtsstunde angesetzt?	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2934	[what]
wrestling_epilogue_1dbe7d30		Der Sportunterricht beginnt in der Regel, wenn überhaupt, erst am Nachmittag...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2937	[what]
wrestling_epilogue_d82ae216		Dann werden Sie durch das vertraute Geräusch der sich öffnenden Türen der Turnhalle aus Ihrer Gedankenspirale gerissen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2940	[what]
wrestling_epilogue_0aff0b8c		Endlich ist der Tag zu Ende...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2943	[what]
wrestling_epilogue_063b9582		...oder so denken Sie.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2946	[what]
wrestling_epilogue_d64eb25a		Sie hören ein Brummen, bevor Sie jemanden sehen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2949	[what]
wrestling_epilogue_2404147c		Es ist eine fröhliche Melodie... sehr unbeschwert, fast fröhlich.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2952	[what]
wrestling_epilogue_b985e725		Er nähert sich Ihnen von hinten, so dass Sie ihn nicht sehen können.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2955	[what]
wrestling_epilogue_0881496c	na	Hallo, [name]...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2958	"na happy nude ""[what]"""
wrestling_epilogue_e40b4c61		Die Stimme kommt mir bekannt vor.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2961	[what]
wrestling_epilogue_0fd8be48		War sein Name... Nathan? Das klingt richtig.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2964	[what]
wrestling_epilogue_abc165c4		Seltsam, dass er derjenige ist, der Sie befreien soll...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2967	[what]
wrestling_epilogue_228a3575		Ihr beide habt bis heute noch nie miteinander gesprochen, und er schien nicht der Typ zu sein, der dem Schulleiter helfen will.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2970	[what]
wrestling_epilogue_568f6912	na	Schön, dass ich endlich mal Zeit mit dir allein verbringen kann.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2973	"na ""[what]"""
wrestling_epilogue_9c756416		Du stößt einen dankbaren Laut durch deinen Knebel aus, dankbar, endlich aus dieser peinlichen Situation herauszukommen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2976	[what]
wrestling_epilogue_502b29f8		Aber Nathan greift weder nach deinem Knebel noch nach deinen Fesseln.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2979	[what]
wrestling_epilogue_d75b67a7		Stattdessen greifen seine Hände von hinten auf deine Brust und beginnen, ganz sanft über deine Haut zu gleiten.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2982	[what]
wrestling_epilogue_e5028b3a	na	Ehrlich gesagt bin ich dankbar, dass diese kleine Ausstellung zusammengestellt wurde...	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2985	"na ""[what]"""
wrestling_epilogue_045a5507	na	So kann ich dich wirklich in deiner ganzen Pracht sehen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2988	"na ""[what]"""
wrestling_epilogue_70ca7c35		Sie werden leicht nervös, wenn er über Sie spricht, und beginnen, sich ein wenig zu winden.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2991	[what]
wrestling_epilogue_9bd24dfc	na	Ich habe dich schon oft gesehen... ich wollte schon ein paar Mal Hallo sagen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2994	"na ""[what]"""
wrestling_epilogue_52954041	na	Es schien mir nie der richtige Zeitpunkt zu sein, wissen Sie?	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	2997	"na suspicious nude ""[what]"""
wrestling_epilogue_427f122a	na	Aber, na ja... es war eine offene Einladung für uns, dich so zu sehen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	3000	"na happy nude ""[what]"""
wrestling_epilogue_0b0cd1ca	na	Und mein Vater hat mir beigebracht, niemals eine Einladung auszuschlagen.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	3003	"na angry nude ""[what]"""
wrestling_epilogue_4a2d1e4a		Nathan hält einen Moment inne, nimmt kurz die Hände von Ihnen und schaut auf den Boden.	game/tl/deutsch/scene/Wrestling/wrestling_epilogue.rpy	3006	[what]
