Identifier,Character,Dialogue,Filename,Line Number,Ren'Py Script
headhome_612fcd87,,Seconds feel like hours while he just stands there and looks at you.,game/tl/portuguese/scene/headhome.rpy,246,[what]
headhome_e42c67bd,,His eyes wander down and up and down again.,game/tl/portuguese/scene/headhome.rpy,247,[what]
headhome_0ffa6873,,"You want to take a step away from him, but this would only encourage him.",game/tl/portuguese/scene/headhome.rpy,249,[what]
headhome_b608286a,,Neither do you want to get closer.,game/tl/portuguese/scene/headhome.rpy,250,[what]
headhome_316d7dae,,"You have no choice but to stand at attention, waiting for further instructions.",game/tl/portuguese/scene/headhome.rpy,251,[what]
headhome_07b6f88a,,Your mind begins to search for something to say.,game/tl/portuguese/scene/headhome.rpy,252,[what]
headhome_04147e99,,"Anything, to break this oppressive silence.",game/tl/portuguese/scene/headhome.rpy,253,[what]
headhome_58f35b58,,But nothing comes to your mind.,game/tl/portuguese/scene/headhome.rpy,254,[what]
headhome_f7d0c551,,"You watch his gaze, how his eyes scan every part of your body.",game/tl/portuguese/scene/headhome.rpy,257,[what]
headhome_e9aa8333,,By his demeanor you can tell he likes what he sees.,game/tl/portuguese/scene/headhome.rpy,258,[what]
headhome_c128f35b,,And you like to be seen.,game/tl/portuguese/scene/headhome.rpy,259,[what]
headhome_05af18e2,,So you stand there and enjoy it.,game/tl/portuguese/scene/headhome.rpy,267,[what]
headhome_05a8cacd,,Not in a bad way though.,game/tl/portuguese/scene/headhome.rpy,284,[what]
headhome_c50294f4,,Just... different.,game/tl/portuguese/scene/headhome.rpy,285,[what]
headhome_4788610d,,"It is not about intimacy, or affection, or something like that.",game/tl/portuguese/scene/headhome.rpy,286,[what]
headhome_0ddb3fe0,,"It is about lust, and desire, and sex.",game/tl/portuguese/scene/headhome.rpy,287,[what]
headhome_a8d2f0cc,,His arms wrap around your body.,game/tl/portuguese/scene/headhome.rpy,298,[what]
headhome_659ceb37,,"It is not a loving embrace, if feels like he is claiming you, possessing you.",game/tl/portuguese/scene/headhome.rpy,301,[what]
headhome_8e59fbc8,,You can smell his breath. The wine he has been sipping. His lips are closing in on your own.,game/tl/portuguese/scene/headhome.rpy,302,[what]
headhome_bd088a2c,,You can feel his tongue inside your mouth.,game/tl/portuguese/scene/headhome.rpy,318,[what]
headhome_eac30519,,You can taste a little wine still on his tongue as it slithers against your own tongue.,game/tl/portuguese/scene/headhome.rpy,319,[what]
headhome_13d3ae5a,,He stops kissing you and asks in a conversational tone:,game/tl/portuguese/scene/headhome.rpy,340,[what]
headhome_b9b2127f,c,This is exactly what I was hoping to happen!,game/tl/portuguese/scene/headhome.rpy,345,"c desire ""[what]"""
headhome_42c78345,h,Very good!,game/tl/portuguese/scene/headhome.rpy,346,"h happy ""[what]"""
headhome_6e1cb900,h,Because we have just started!,game/tl/portuguese/scene/headhome.rpy,347,"h friendly ""[what]"""
headhome_7233b530,c,I.. I don't know.,game/tl/portuguese/scene/headhome.rpy,362,"c sad nude ""[what]"""
headhome_39011b60,c,Sounds like fun!,game/tl/portuguese/scene/headhome.rpy,364,"c desire nude ""[what]"""
headhome_f105830f,c,"Yes, sir!",game/tl/portuguese/scene/headhome.rpy,384,"c happy ""[what]"""
headhome_3918a480,c,"Yes, sir!",game/tl/portuguese/scene/headhome.rpy,386,"c sad ""[what]"""
headhome_e5d76f2d,c,"Yes, sir!",game/tl/portuguese/scene/headhome.rpy,388,"c angry ""[what]"""
headhome_8e95d159,,You don't drop your pants yourself.,game/tl/portuguese/scene/headhome.rpy,394,[what]
headhome_88ef99f2,,Instead his hands move down to your waist.,game/tl/portuguese/scene/headhome.rpy,395,[what]
headhome_16fd384b,,He grabs the waistband and slowly pulls it down.,game/tl/portuguese/scene/headhome.rpy,396,[what]
headhome_d17857ee,c,"Oh, yes please!",game/tl/portuguese/scene/headhome.rpy,408,"c happy ""[what]"""
headhome_d17bd2d7,,He starts to move his hip rhythmically against your waist.,game/tl/portuguese/scene/headhome.rpy,418,[what]
headhome_b4773c14,,The rough cotton pants scrape against the soft skin of your toned ass.,game/tl/portuguese/scene/headhome.rpy,419,[what]
headhome_e6dc941e,,The headmaster releases you from his embrace and faces you.,game/tl/portuguese/scene/headhome.rpy,441,[what]
headhome_a33295a9,,You feel his index finger at your chin.,game/tl/portuguese/scene/headhome.rpy,442,[what]
headhome_5a11d40f,,The headmaster is shaking now.,game/tl/portuguese/scene/headhome.rpy,469,[what]
headhome_d6ac828d,,Shaking! He is actually concerned. And intimidated.,game/tl/portuguese/scene/headhome.rpy,470,[what]
headhome_d054374d,,By his own wife?,game/tl/portuguese/scene/headhome.rpy,471,[what]
headhome_aa66af94,,They can't actually harm you. Can they?,game/tl/portuguese/scene/headhome.rpy,475,[what]
headhome_ece38fc9,,You have no idea what you've gotten yourself into here.,game/tl/portuguese/scene/headhome.rpy,476,[what]
headhome_5659b82e,c,I didn't think I'd be meeting your wife tonight.,game/tl/portuguese/scene/headhome.rpy,479,"c neutral nude ""[what]"""
headhome_2273277c,c,Certainly not like this. You know what I mean?,game/tl/portuguese/scene/headhome.rpy,480,"c angry ""[what]"""
headhome_d1c676ea,,The headmaster looks at you with an incredulous expression.,game/tl/portuguese/scene/headhome.rpy,481,[what]
headhome_5b13dca9,,As if you're talking absolute nonsense.,game/tl/portuguese/scene/headhome.rpy,482,[what]
headhome_801975ee,,No matter how embarrassing it might be.,game/tl/portuguese/scene/headhome.rpy,488,[what]
headhome_dd57e235,,You decide to go down on your knees before the headmaster looses it completely.,game/tl/portuguese/scene/headhome.rpy,489,[what]
headhome_9e4362a8,,She looks pleasant-enough at first. Until her gaze meets yours.,game/tl/portuguese/scene/headhome.rpy,508,[what]
headhome_6753d20e,,It is ice cold and deeply unsettling. Her eyes convey no hint of warmth or kindness.,game/tl/portuguese/scene/headhome.rpy,509,[what]
headhome_accf9ab0,m,Did it just talk to me?,game/tl/portuguese/scene/headhome.rpy,531,"m angry ""[what]"""
headhome_574b3dcf,m,"You agreed to have just one pet at a time, remember?",game/tl/portuguese/scene/headhome.rpy,610,"m ""[what]"""
headhome_ce308fc7,c,A servant?,game/tl/portuguese/scene/headhome.rpy,632,"c suspicious nude ""[what]"""
headhome_64af074d,m,"You do not play with a servant, give it affection as you might with a pet.",game/tl/portuguese/scene/headhome.rpy,635,"m friendly ""[what]"""
headhome_79f4ba59,m,Servants see to your needs without question and without complaint.,game/tl/portuguese/scene/headhome.rpy,636,"m ""[what]"""
headhome_2899bdb8,h,"He will have a lot to learn, that's true.",game/tl/portuguese/scene/headhome.rpy,637,"h evil ""[what]"""
headhome_992da02f,h,"He's one of the most pathetic students at my school, but I am confident he can learn obedience if he learns nothing else.",game/tl/portuguese/scene/headhome.rpy,639,"h ""[what]"""
headhome_ba42155b,,Pathetic? You grades last year weren't great but they hardly qualify as pathetic.,game/tl/portuguese/scene/headhome.rpy,640,[what]
headhome_c7a6a355,,This year is only starting off poorly because you missed an important assignment.,game/tl/portuguese/scene/headhome.rpy,641,[what]
headhome_407f21b5,,Aren't they judging you a bit too harshly here?,game/tl/portuguese/scene/headhome.rpy,642,[what]
headhome_107179dc,h,I think this particular student has a lot potential.,game/tl/portuguese/scene/headhome.rpy,644,"h friendly ""[what]"""
headhome_0a97447f,h,"He is like a raw diamond, just needs some fine touches.",game/tl/portuguese/scene/headhome.rpy,645,"h ""[what]"""
headhome_ee77786c,,You blush slightly by the headmaster's compliment.,game/tl/portuguese/scene/headhome.rpy,646,[what]
headhome_2a5cbe0a,h,We can teach him obedience.,game/tl/portuguese/scene/headhome.rpy,647,"h ""[what]"""
headhome_1ff33f29,m,You will serve us faithfully.,game/tl/portuguese/scene/headhome.rpy,650,"m neutral ""[what]"""
headhome_b36995fa,,Or we will arrange for you to leave school in such disgrace that you'll be pitied even by homeless drug addicts!,game/tl/portuguese/scene/headhome.rpy,651,[what]
headhome_9a9da570,,"Another roleplay, hugh?",game/tl/portuguese/scene/headhome.rpy,690,[what]
headhome_bd86e178,,Looks like Ned is not the only one who is into this stuff.,game/tl/portuguese/scene/headhome.rpy,691,[what]
headhome_77f9e7db,,You decide it is best to play along their sick mind-games.,game/tl/portuguese/scene/headhome.rpy,695,[what]
headhome_285d9956,,At least until you can find a better solution.,game/tl/portuguese/scene/headhome.rpy,696,[what]
headhome_77654017,,Not in your wildest dreams you would have imagined something like this.,game/tl/portuguese/scene/headhome.rpy,699,[what]
headhome_86c5771e,,"Even though you are not really interested in women in general, this situation is something ... special.",game/tl/portuguese/scene/headhome.rpy,700,[what]
headhome_0cb8acd6,,"This is weird, yes.",game/tl/portuguese/scene/headhome.rpy,701,[what]
headhome_990156a7,,But in a good way.,game/tl/portuguese/scene/headhome.rpy,702,[what]
headhome_cec67345,m,"And its manners are increasing, too.",game/tl/portuguese/scene/headhome.rpy,706,"m friendly ""[what]"""
headhome_4f722b39,m,Maybe there is hope for it after all.,game/tl/portuguese/scene/headhome.rpy,707,"m ""[what]"""
headhome_2ac28052,,That sounds interesting!,game/tl/portuguese/scene/headhome.rpy,749,[what]
headhome_bbe5f4c8,,You approach him slowly. He is looking at you.,game/tl/portuguese/scene/headhome.rpy,760,[what]
headhome_2bfaf3a7,,"His eyes look sad, almost dead inside. Just another victim.",game/tl/portuguese/scene/headhome.rpy,761,[what]
headhome_8001b699,h,So what? You think it was a coincidence?,game/tl/portuguese/scene/headhome.rpy,799,"h neutral ""[what]"""
headhome_936a7543,h,I had you assigned to that room when I realized you were the only student in the whole school who didn't complete the essay.,game/tl/portuguese/scene/headhome.rpy,800,"h ""[what]"""
headhome_1e49e936,,"You look down at the puppy, but it won't meet your eyes.",game/tl/portuguese/scene/headhome.rpy,807,[what]
headhome_03e53579,,"Between the mask and the doggy muzzle, you are unable to read its emotions or see its expression.",game/tl/portuguese/scene/headhome.rpy,808,[what]
headhome_6ecababb,,Julian does not say anything when you touch him.,game/tl/portuguese/scene/headhome.rpy,822,[what]
headhome_369a7237,,But somehow the gentle touch is comforting - for both of you.,game/tl/portuguese/scene/headhome.rpy,823,[what]
meetron_12fe57c8,,You shrug.,game/tl/portuguese/scene/meetron.rpy,639,[what]
meetron_a7308708,c,Do whatever you want to do with it.,game/tl/portuguese/scene/meetron.rpy,640,"c neutral ""[what]"""
meetron_f723d189,r,Sure. Sorry I bothered you with that.,game/tl/portuguese/scene/meetron.rpy,641,"r sad ""[what]"""
meetron_394f92e8,r,[RelVal],game/tl/portuguese/scene/meetron.rpy,643,"r sad nude ""[what]"""
meetron_35ab409c,r,Would you help me to put it on again?,game/tl/portuguese/scene/meetron.rpy,645,"r friendly nude ""[what]"""
H_Milking_b9e842ac,,"A dim, yellow light illuminated the cold, damp basement as Julian and Connor followed the headmaster down a narrow flight of stairs.",game/tl/portuguese/scene/News/H_Milking.rpy,5,[what]
H_Milking_c255ffda,,The air was heavy with the scent of mildew and an unsettling silence.,game/tl/portuguese/scene/News/H_Milking.rpy,6,[what]
H_Milking_a928b7a5,h,Right this way.,game/tl/portuguese/scene/News/H_Milking.rpy,8,"h ""[what]"""
H_Milking_12dbdb3b,,"Said the headmaster, his voice echoing off the concrete walls.",game/tl/portuguese/scene/News/H_Milking.rpy,9,[what]
H_Milking_6cbcd506,,"He led them to a locked room, labeled ""maintenance"" in faded black letters.",game/tl/portuguese/scene/News/H_Milking.rpy,10,[what]
H_Milking_7f43c467,,"As he fiddled with the rusty keys, Connor's stomach churned with unease.",game/tl/portuguese/scene/News/H_Milking.rpy,11,[what]
H_Milking_177f4542,h,Here we are!,game/tl/portuguese/scene/News/H_Milking.rpy,13,"h happy ""[what]"""
H_Milking_9654376d,,"The headmaster announced, swinging the door open to reveal a bizarre scene.",game/tl/portuguese/scene/News/H_Milking.rpy,14,[what]
H_Milking_7e9e15b1,,"A metal framework stood in the center of the room, surrounded by industrial pumps, pipes, and tubes that snaked along the floor and walls.",game/tl/portuguese/scene/News/H_Milking.rpy,17,[what]
H_Milking_c84ef0df,c,What is all this?,game/tl/portuguese/scene/News/H_Milking.rpy,23,"c shy ""[what]"""
H_Milking_57b08b07,,"You stammered, unable to hide your shock.",game/tl/portuguese/scene/News/H_Milking.rpy,24,[what]
H_Milking_ee3f026f,,The headmaster grinned.,game/tl/portuguese/scene/News/H_Milking.rpy,26,[what]
H_Milking_5f246a74,h,There's a market for student's semen!,game/tl/portuguese/scene/News/H_Milking.rpy,27,"h evil ""[what]"""
H_Milking_c2f3e88a,,He explained nonchalantly.,game/tl/portuguese/scene/News/H_Milking.rpy,28,[what]
H_Milking_1c6b6ee8,h,We've found a way to make some extra money for the university.,game/tl/portuguese/scene/News/H_Milking.rpy,29,"h ""[what]"""
H_Milking_ebf39323,,Julian didn't seem surprised.,game/tl/portuguese/scene/News/H_Milking.rpy,31,[what]
H_Milking_ec087346,,"His eyes, however, held a haunted look as he began to undress.",game/tl/portuguese/scene/News/H_Milking.rpy,32,[what]
H_Milking_5b3231f4,h,"Come now, you know the drill!",game/tl/portuguese/scene/News/H_Milking.rpy,34,"h tough ""[what]"""
H_Milking_f9b893a6,,The headmaster urged him while he began to strip himself.,game/tl/portuguese/scene/News/H_Milking.rpy,35,[what]
H_Milking_dc653526,,You watched as Julian stripped and obediently approached the metal frame.,game/tl/portuguese/scene/News/H_Milking.rpy,37,[what]
H_Milking_294da482,,After a short hesitation you begin to undress yourself.,game/tl/portuguese/scene/News/H_Milking.rpy,38,[what]
H_Milking_f452d254,,"The headmaster fastened straps around his wrists and ankles, securing him to the contraption.",game/tl/portuguese/scene/News/H_Milking.rpy,39,[what]
H_Milking_f226185d,,"As Julian glanced at you, his expression was unreadable.",game/tl/portuguese/scene/News/H_Milking.rpy,40,[what]
H_Milking_cefa2ca6,h,Give me the pump attachment!,game/tl/portuguese/scene/News/H_Milking.rpy,42,"h smile ""[what]"""
H_Milking_1053b8ce,,He ordered you.,game/tl/portuguese/scene/News/H_Milking.rpy,43,[what]
H_Milking_c6cafbe6,,He pointed at a strange pumping device with a hose attached to an industrial looking pump.,game/tl/portuguese/scene/News/H_Milking.rpy,45,[what]
H_Milking_0d63e137,,Is this… is this really necessary?,game/tl/portuguese/scene/News/H_Milking.rpy,50,[what]
H_Milking_ccf3d308,,"You whispered, while handing over the attachement.",game/tl/portuguese/scene/News/H_Milking.rpy,52,[what]
H_Milking_b3f0e0f2,h,Silence!,game/tl/portuguese/scene/News/H_Milking.rpy,54,"h angry ""[what]"""
H_Milking_73a81333,,"He then picked up a strange pumping device and locked it onto Julian's penis. To Connor, the apparatus looked like something out of a twisted nightmare.",game/tl/portuguese/scene/News/H_Milking.rpy,55,[what]
H_Milking_bfc76e12,,"Are you ready, Julian?",game/tl/portuguese/scene/News/H_Milking.rpy,57,[what]
H_Milking_ee9ec5b7,,"Asked the headmaster, his tone almost mocking.",game/tl/portuguese/scene/News/H_Milking.rpy,58,[what]
H_Milking_e88e490d,,"Julian nodded, his jaw clenched.",game/tl/portuguese/scene/News/H_Milking.rpy,60,[what]
H_Milking_b504ffad,,"Despite his apparent willingness, you could sense his fear and vulnerability.",game/tl/portuguese/scene/News/H_Milking.rpy,61,[what]
H_Milking_1a3a3bae,h,"Remember, this is all for the good of the school!",game/tl/portuguese/scene/News/H_Milking.rpy,63,"h friendly ""[what]"""
H_Milking_6c7db845,,The headmaster reminded them with a wicked smile.,game/tl/portuguese/scene/News/H_Milking.rpy,64,[what]
H_Milking_ff934053,,"With a flick of a switch, the pump roared to life.",game/tl/portuguese/scene/News/H_Milking.rpy,66,[what]
